act_date^source^pos_ctry^pos_iata^pos_oid^rloc^cre_date^duration^distance^dep_port^dep_city^dep_ctry^arr_port^arr_city^arr_ctry^lst_port^lst_city^lst_ctry^brd_port^brd_city^brd_ctry^off_port^off_city^off_ctry^mkt_port^mkt_city^mkt_ctry^intl^route^carrier^bkg_class^cab_class^brd_time^off_time^pax^year^month^oid      
2013-03-25 00:00:00^1V^JP^5af045902bd23cab579915611d99e1e0^5073861d8597467c33596bfe16f23c56^a37584d1485cb35991e4ff1a2ba92262^2013-03-25 00:00:00^8371^60^NRT^TYO^JP^SIN^SIN^SG^HND^TYO^JP^BKK^BKK^TH^HND^TYO^JP^BKKHND^BKKTYO^JPTH^1^BKKHND^XR^B^Y^2013-04-19 22:25:00^2013-04-20 06:36:40^2^2013^3^NULL     
2013-03-28 00:00:00^1V^JP^5af045902bd23cab579915611d99e1e0^5073861d8597467c33596bfe16f23c56^a37584d1485cb35991e4ff1a2ba92262^2013-03-25 00:00:00^8371^60^NRT^TYO^JP^SIN^SIN^SG^HND^TYO^JP^NRT^TYO^JP^SIN^SIN^SG^NRTSIN^SINTYO^JPSG^1^NRTSIN^XR^Q^Y^2013-04-14 11:05:00^2013-04-14 17:10:56^-2^2013^3^NULL     
2013-03-28 00:00:00^1V^JP^5af045902bd23cab579915611d99e1e0^5073861d8597467c33596bfe16f23c56^a37584d1485cb35991e4ff1a2ba92262^2013-03-25 00:00:00^8371^60^NRT^TYO^JP^SIN^SIN^SG^HND^TYO^JP^SIN^SIN^SG^PEN^PEN^MY^PENSIN^PENSIN^MYSG^1^SINPEN^WS^Y^Y^2013-04-16 15:45:00^2013-04-16 17:15:29^-2^2013^3^NULL     
2013-03-28 00:00:00^1V^JP^5af045902bd23cab579915611d99e1e0^5073861d8597467c33596bfe16f23c56^a37584d1485cb35991e4ff1a2ba92262^2013-03-25 00:00:00^8371^60^NRT^TYO^JP^SIN^SIN^SG^HND^TYO^JP^PEN^PEN^MY^BKK^BKK^TH^BKKPEN^BKKPEN^MYTH^1^PENBKK^EQ^Y^Y^2013-04-18 08:00:00^2013-04-18 08:53:56^-2^2013^3^NULL     
2013-03-28 00:00:00^1V^JP^5af045902bd23cab579915611d99e1e0^5073861d8597467c33596bfe16f23c56^a37584d1485cb35991e4ff1a2ba92262^2013-03-25 00:00:00^8371^60^NRT^TYO^JP^SIN^SIN^SG^HND^TYO^JP^BKK^BKK^TH^HND^TYO^JP^BKKHND^BKKTYO^JPTH^1^BKKHND^XR^B^Y^2013-04-19 22:25:00^2013-04-20 06:36:40^-2^2013^3^NULL     
2013-03-28 00:00:00^1V^JP^5af045902bd23cab579915611d99e1e0^5073861d8597467c33596bfe16f23c56^a37584d1485cb35991e4ff1a2ba92262^2013-03-25 00:00:00^8371^60^NRT^TYO^JP^SIN^SIN^SG^HND^TYO^JP^NRT^TYO^JP^SIN^SIN^SG^NRTSIN^SINTYO^JPSG^1^NRTSIN^XR^Q^Y^2013-04-14 11:05:00^2013-04-14 17:10:56^1^2013^3^NULL     
2013-03-28 00:00:00^1V^JP^5af045902bd23cab579915611d99e1e0^5073861d8597467c33596bfe16f23c56^a37584d1485cb35991e4ff1a2ba92262^2013-03-25 00:00:00^8371^60^NRT^TYO^JP^SIN^SIN^SG^HND^TYO^JP^SIN^SIN^SG^PEN^PEN^MY^PENSIN^PENSIN^MYSG^1^SINPEN^WS^Y^Y^2013-04-16 15:45:00^2013-04-16 17:15:29^1^2013^3^NULL     
2013-03-28 00:00:00^1V^JP^5af045902bd23cab579915611d99e1e0^5073861d8597467c33596bfe16f23c56^a37584d1485cb35991e4ff1a2ba92262^2013-03-25 00:00:00^8371^60^NRT^TYO^JP^SIN^SIN^SG^HND^TYO^JP^PEN^PEN^MY^BKK^BKK^TH^BKKPEN^BKKPEN^MYTH^1^PENBKK^EQ^Y^Y^2013-04-18 08:00:00^2013-04-18 08:53:56^1^2013^3^NULL     
2013-03-28 00:00:00^1V^JP^5af045902bd23cab579915611d99e1e0^5073861d8597467c33596bfe16f23c56^a37584d1485cb35991e4ff1a2ba92262^2013-03-25 00:00:00^8371^60^NRT^TYO^JP^SIN^SIN^SG^HND^TYO^JP^BKK^BKK^TH^HND^TYO^JP^BKKHND^BKKTYO^JPTH^1^BKKHND^XR^B^Y^2013-04-19 22:25:00^2013-04-20 06:36:40^1^2013^3^NULL     
2013-03-13 00:00:00^1V^CA^f8d15f8b5e04f0cfcb62f299d059beb3^257170d899c9dc7744a83f18c399bc1c^c302645256976e555e80bc46a3f982d7^2013-03-13 00:00:00^11640^0^YYZ^YTO^CA^TUS^TUS^US^YYZ^YTO^CA^YYZ^YTO^CA^TUS^TUS^US^TUSYYZ^TUSYTO^CAUS^1^YYZTUS^FK^V^Y^2013-04-06 13:28:00^2013-04-06 14:48:17^1^2013^3^NULL     
2013-03-25 00:00:00^1A^IT^f1c9acf55eb44dedd43734952a9138a6^7f3988fed8c1fe28c882eb979acc046c^57af3d59571623b706c04ac178d5900b^2013-03-12 00:00:00^9240^0^FCO^ROM^IT^CTA^CTA^IT^FCO^ROM^IT^FCO^ROM^IT^CTA^CTA^IT^CTAFCO^CTAROM^ITIT^0^FCOCTA^KK^O^Y^2013-05-25 07:25:00^2013-05-25 08:50:57^-2^2013^3^NULL     
2013-03-25 00:00:00^1A^IT^f1c9acf55eb44dedd43734952a9138a6^7f3988fed8c1fe28c882eb979acc046c^57af3d59571623b706c04ac178d5900b^2013-03-12 00:00:00^9175^0^FCO^ROM^IT^CTA^CTA^IT^FCO^ROM^IT^FCO^ROM^IT^CTA^CTA^IT^CTAFCO^CTAROM^ITIT^0^FCOCTA^KK^O^Y^2013-05-25 08:30:00^2013-05-25 09:55:57^2^2013^3^NULL     
2013-03-12 00:00:00^1A^IN^ce60b5b55af87be62855ef1787b6b13f^4760d231a384bd15c720e217b190bc92^29b689903e7432d637777855f9542d86^2013-03-12 00:00:00^194949^102^BDQ^BDQ^IN^YWG^YWG^CA^AMD^AMD^IN^BDQ^BDQ^IN^YWG^YWG^CA^BDQYWG^BDQYWG^CAIN^1^BDQDELYYZYWG^CH^N^Y^2013-03-24 20:50:00^2013-03-25 19:34:05^2^2013^3^BDQAK3101
2013-03-12 00:00:00^1A^IN^ce60b5b55af87be62855ef1787b6b13f^4760d231a384bd15c720e217b190bc92^29b689903e7432d637777855f9542d86^2013-03-12 00:00:00^194949^102^BDQ^BDQ^IN^YWG^YWG^CA^AMD^AMD^IN^YWG^YWG^CA^AMD^AMD^IN^AMDYWG^AMDYWG^CAIN^1^YWGYYZBRUBOMAMD^CH^K^Y^2013-08-05 12:35:00^2013-08-07 05:59:19^2^2013^3^BDQAK3101
2013-03-13 00:00:00^1A^IN^ce60b5b55af87be62855ef1787b6b13f^4760d231a384bd15c720e217b190bc92^29b689903e7432d637777855f9542d86^2013-03-12 00:00:00^194949^102^BDQ^BDQ^IN^YWG^YWG^CA^AMD^AMD^IN^YWG^YWG^CA^AMD^AMD^IN^AMDYWG^AMDYWG^CAIN^1^YWGYYZBRUBOMAMD^CH^K^Y^2013-08-05 12:35:00^2013-08-07 05:59:19^-2^2013^3^BDQAK3101
2013-03-13 00:00:00^1A^IN^ce60b5b55af87be62855ef1787b6b13f^4760d231a384bd15c720e217b190bc92^29b689903e7432d637777855f9542d86^2013-03-12 00:00:00^219429^102^BDQ^BDQ^IN^YWG^YWG^CA^AMD^AMD^IN^YWG^YWG^CA^AMD^AMD^IN^AMDYWG^AMDYWG^CAIN^1^YWGYYZBRUBOMAMD^CH^K^Y^2013-08-22 10:35:00^2013-08-24 05:59:19^2^2013^3^BDQAK3101
2013-03-18 00:00:00^1A^IN^ce60b5b55af87be62855ef1787b6b13f^4760d231a384bd15c720e217b190bc92^29b689903e7432d637777855f9542d86^2013-03-12 00:00:00^219524^102^BDQ^BDQ^IN^YWG^YWG^CA^AMD^AMD^IN^BDQ^BDQ^IN^DEL^DEL^IN^BDQDEL^BDQDEL^ININ^0^BDQBOMDEL^CH^T^Y^2013-03-24 19:15:00^2013-03-25 04:33:17^2^2013^3^BDQAK3101
2013-03-19 00:00:00^1A^IN^ce60b5b55af87be62855ef1787b6b13f^4760d231a384bd15c720e217b190bc92^29b689903e7432d637777855f9542d86^2013-03-12 00:00:00^219524^102^BDQ^BDQ^IN^YWG^YWG^CA^AMD^AMD^IN^BDQ^BDQ^IN^DEL^DEL^IN^BDQDEL^BDQDEL^ININ^0^BDQBOMDEL^CH^T^Y^2013-03-24 19:15:00^2013-03-25 04:33:17^-2^2013^3^BDQAK3101
2013-03-19 00:00:00^1A^IN^ce60b5b55af87be62855ef1787b6b13f^4760d231a384bd15c720e217b190bc92^29b689903e7432d637777855f9542d86^2013-03-12 00:00:00^219524^102^BDQ^BDQ^IN^YWG^YWG^CA^AMD^AMD^IN^BDQ^BDQ^IN^YWG^YWG^CA^BDQYWG^BDQYWG^CAIN^1^BDQDELYYZYWG^CH^N^Y^2013-03-24 20:50:00^2013-03-25 19:34:05^-2^2013^3^BDQAK3101
2013-03-19 00:00:00^1A^IN^ce60b5b55af87be62855ef1787b6b13f^4760d231a384bd15c720e217b190bc92^29b689903e7432d637777855f9542d86^2013-03-12 00:00:00^219524^102^BDQ^BDQ^IN^YWG^YWG^CA^AMD^AMD^IN^BDQ^BDQ^IN^YWG^YWG^CA^BDQYWG^BDQYWG^CAIN^1^BDQBOMBRUYYZYWG^CH^U^Y^2013-03-24 19:15:00^2013-03-25 19:34:05^2^2013^3^BDQAK3101
2013-03-12 00:00:00^1A^FR^72ed20ddb69598dd472db8701a58a721^38a3abb0a28e3f00fa79a11f552a5052^7b948bad4978da6b181464d764a135e6^2013-03-12 00:00:00^18698^0^CDG^PAR^FR^PVG^SHA^CN^CDG^PAR^FR^CDG^PAR^FR^PVG^SHA^CN^CDGPVG^PARSHA^CNFR^1^CDGZRHPVG^VI^W^Y^2013-03-18 09:50:00^2013-03-19 07:30:06^2^2013^3^PARED38AA
2013-03-12 00:00:00^1A^FR^72ed20ddb69598dd472db8701a58a721^38a3abb0a28e3f00fa79a11f552a5052^7b948bad4978da6b181464d764a135e6^2013-03-12 00:00:00^18698^0^CDG^PAR^FR^PVG^SHA^CN^CDG^PAR^FR^PVG^SHA^CN^CPH^CPH^DK^CPHPVG^CPHSHA^CNDK^1^PVGCPH^DU^T^Y^2013-03-30 14:05:00^2013-03-30 17:36:54^2^2013^3^PARED38AA
2013-03-12 00:00:00^1A^FR^72ed20ddb69598dd472db8701a58a721^38a3abb0a28e3f00fa79a11f552a5052^7b948bad4978da6b181464d764a135e6^2013-03-12 00:00:00^18698^0^CDG^PAR^FR^PVG^SHA^CN^CDG^PAR^FR^CPH^CPH^DK^CDG^PAR^FR^CDGCPH^CPHPAR^DKFR^1^CPHCDG^DU^T^Y^2013-03-31 08:30:00^2013-03-31 10:28:48^2^2013^3^PARED38AA
2013-03-12 00:00:00^1A^UA^a780825254ef5706f1ab2d026abb7cd0^34f865916f67014ecd1aea4c3cafc87d^0ce36224872a9809fcac5939cbe440db^2013-03-12 00:00:00^743^3114^SIP^SIP^UA^SGC^SGC^RU^SGC^SGC^RU^SIP^SIP^UA^SGC^SGC^RU^SGCSIP^SGCSIP^RUUA^1^SIPSVOSGC^DF^E^Y^2013-03-19 12:00:00^2013-03-20 04:23:35^1^2013^3^SIPU23503
2013-03-12 00:00:00^1A^IT^af34a799f696cdf3e0ce94b08f85065d^420d4e097328072d82d09db39f61764d^7a1da5f4414531264818d2546bfb3973^2013-03-12 00:00:00^7281^0^LIN^MIL^IT^ALG^ALG^DZ^LIN^MIL^IT^LIN^MIL^IT^ALG^ALG^DZ^ALGLIN^ALGMIL^DZIT^1^LINFCOALG^KK^T^Y^2013-04-08 08:00:00^2013-04-08 11:10:53^1^2013^3^NULL     
2013-03-12 00:00:00^1A^IT^af34a799f696cdf3e0ce94b08f85065d^420d4e097328072d82d09db39f61764d^7a1da5f4414531264818d2546bfb3973^2013-03-12 00:00:00^7281^0^LIN^MIL^IT^ALG^ALG^DZ^LIN^MIL^IT^ALG^ALG^DZ^LIN^MIL^IT^ALGLIN^ALGMIL^DZIT^1^ALGFCOLIN^KK^O^Y^2013-04-13 03:20:00^2013-04-13 09:21:15^1^2013^3^NULL     
2013-03-14 00:00:00^1A^IT^af34a799f696cdf3e0ce94b08f85065d^420d4e097328072d82d09db39f61764d^7a1da5f4414531264818d2546bfb3973^2013-03-12 00:00:00^7281^0^LIN^MIL^IT^ALG^ALG^DZ^LIN^MIL^IT^LIN^MIL^IT^ALG^ALG^DZ^ALGLIN^ALGMIL^DZIT^1^LINFCOALG^KK^T^Y^2013-04-08 08:00:00^2013-04-08 11:10:53^-1^2013^3^NULL     
2013-03-14 00:00:00^1A^IT^af34a799f696cdf3e0ce94b08f85065d^420d4e097328072d82d09db39f61764d^7a1da5f4414531264818d2546bfb3973^2013-03-12 00:00:00^7281^0^LIN^MIL^IT^ALG^ALG^DZ^LIN^MIL^IT^ALG^ALG^DZ^LIN^MIL^IT^ALGLIN^ALGMIL^DZIT^1^ALGFCOLIN^KK^O^Y^2013-04-13 03:20:00^2013-04-13 09:21:15^-1^2013^3^NULL     
2013-03-12 00:00:00^1A^IN^a171b04cbc52803b9380311815be83eb^a1b06dc7ea4426040104f5b1394db502^b41711e029cd18b987d95c7daff5f2f7^2013-03-12 00:00:00^37988^0^DEL^DEL^IN^DMM^DMM^SA^DEL^DEL^IN^DEL^DEL^IN^DMM^DMM^SA^DELDMM^DELDMM^INSA^1^DELDMM^KS^Q^Y^2013-03-14 01:00:00^2013-03-14 02:28:15^2^2013^3^NULL     
2013-03-12 00:00:00^1A^IN^a171b04cbc52803b9380311815be83eb^a1b06dc7ea4426040104f5b1394db502^b41711e029cd18b987d95c7daff5f2f7^2013-03-12 00:00:00^37988^0^DEL^DEL^IN^DMM^DMM^SA^DEL^DEL^IN^DMM^DMM^SA^DEL^DEL^IN^DELDMM^DELDMM^INSA^1^DMMDEL^KS^Q^Y^2013-04-09 03:40:00^2013-04-09 10:08:15^2^2013^3^NULL     
2013-03-13 00:00:00^1A^IN^a171b04cbc52803b9380311815be83eb^a1b06dc7ea4426040104f5b1394db502^b41711e029cd18b987d95c7daff5f2f7^2013-03-12 00:00:00^37988^0^DEL^DEL^IN^DMM^DMM^SA^DEL^DEL^IN^DEL^DEL^IN^DMM^DMM^SA^DELDMM^DELDMM^INSA^1^DELDMM^KS^Q^Y^2013-03-14 01:00:00^2013-03-14 02:28:15^-2^2013^3^NULL     
2013-03-13 00:00:00^1A^IN^a171b04cbc52803b9380311815be83eb^a1b06dc7ea4426040104f5b1394db502^b41711e029cd18b987d95c7daff5f2f7^2013-03-12 00:00:00^37988^0^DEL^DEL^IN^DMM^DMM^SA^DEL^DEL^IN^DMM^DMM^SA^DEL^DEL^IN^DELDMM^DELDMM^INSA^1^DMMDEL^KS^Q^Y^2013-04-09 03:40:00^2013-04-09 10:08:15^-2^2013^3^NULL     
2013-03-13 00:00:00^1A^IN^a171b04cbc52803b9380311815be83eb^a1b06dc7ea4426040104f5b1394db502^b41711e029cd18b987d95c7daff5f2f7^2013-03-12 00:00:00^37988^0^DEL^DEL^IN^DMM^DMM^SA^DEL^DEL^IN^DEL^DEL^IN^DMM^DMM^SA^DELDMM^DELDMM^INSA^1^DELDMM^KS^Q^Y^2013-03-14 01:00:00^2013-03-14 02:28:15^1^2013^3^NULL     
2013-03-13 00:00:00^1A^IN^a171b04cbc52803b9380311815be83eb^a1b06dc7ea4426040104f5b1394db502^b41711e029cd18b987d95c7daff5f2f7^2013-03-12 00:00:00^37988^0^DEL^DEL^IN^DMM^DMM^SA^DEL^DEL^IN^DMM^DMM^SA^DEL^DEL^IN^DELDMM^DELDMM^INSA^1^DMMDEL^KS^Q^Y^2013-04-09 03:40:00^2013-04-09 10:08:15^1^2013^3^NULL     
2013-03-12 00:00:00^1A^RU^4fecb6ea5afb51ba32e2033a548f30f0^7326b849b91e49d5b597213f0c308392^c0aeb3ac3fdf47735ea3a4cfb462c9b2^2013-03-12 00:00:00^186^1957^SOF^SOF^BG^LED^LED^RU^LED^LED^RU^SOF^SOF^BG^LED^LED^RU^LEDSOF^LEDSOF^BGRU^1^SOFLED^PG^W^Y^2013-03-23 10:00:00^2013-03-23 15:06:09^1^2013^3^NULL     
2013-03-27 00:00:00^1A^PT^fe865f9d8c1f23eba1647744c5467378^a1d2d5359a55cc2617c9a86ae0b8a379^6ae8f9f359ed708b0758e53c7d1bbba4^2013-03-27 00:00:00^40674^0^ORY^PAR^FR^LIS^LIS^PT^ORY^PAR^FR^ORY^PAR^FR^LIS^LIS^PT^LISORY^LISPAR^FRPT^1^ORYLIS^KS^L^Y^2013-05-05 15:50:00^2013-05-05 17:19:23^2^2013^3^NULL     
2013-03-27 00:00:00^1A^PT^fe865f9d8c1f23eba1647744c5467378^a1d2d5359a55cc2617c9a86ae0b8a379^6ae8f9f359ed708b0758e53c7d1bbba4^2013-03-27 00:00:00^40674^0^ORY^PAR^FR^LIS^LIS^PT^ORY^PAR^FR^LIS^LIS^PT^ORY^PAR^FR^LISORY^LISPAR^FRPT^1^LISORY^KS^V^Y^2013-06-02 18:15:00^2013-06-02 21:44:23^2^2013^3^NULL     
2013-03-28 00:00:00^1A^PT^fe865f9d8c1f23eba1647744c5467378^a1d2d5359a55cc2617c9a86ae0b8a379^6ae8f9f359ed708b0758e53c7d1bbba4^2013-03-27 00:00:00^40674^0^ORY^PAR^FR^LIS^LIS^PT^ORY^PAR^FR^LIS^LIS^PT^ORY^PAR^FR^LISORY^LISPAR^FRPT^1^LISORY^KS^V^Y^2013-06-02 18:15:00^2013-06-02 21:44:23^-2^2013^3^NULL     
2013-03-28 00:00:00^1A^PT^fe865f9d8c1f23eba1647744c5467378^a1d2d5359a55cc2617c9a86ae0b8a379^6ae8f9f359ed708b0758e53c7d1bbba4^2013-03-27 00:00:00^38724^0^ORY^PAR^FR^LIS^LIS^PT^ORY^PAR^FR^LIS^LIS^PT^ORY^PAR^FR^LISORY^LISPAR^FRPT^1^LISORY^KS^U^Y^2013-06-01 09:45:00^2013-06-01 13:14:23^2^2013^3^NULL     
2013-03-12 00:00:00^1A^IL^27367036d7623099aa6e0eee8342109d^b9362dea7b8617a74224f37bea948446^8ef7d6c177b6bd6aadcb1acabeec2bd3^2013-03-12 00:00:00^20338^0^TLV^TLV^IL^BLR^BLR^IN^TLV^TLV^IL^TLV^TLV^IL^BLR^BLR^IN^BLRTLV^BLRTLV^ILIN^1^TLVBKKBLR^VJ^H^Y^2013-04-01 23:05:00^2013-04-02 23:33:47^1^2013^3^TLVI32729
2013-03-12 00:00:00^1A^IL^27367036d7623099aa6e0eee8342109d^b9362dea7b8617a74224f37bea948446^8ef7d6c177b6bd6aadcb1acabeec2bd3^2013-03-12 00:00:00^20338^0^TLV^TLV^IL^BLR^BLR^IN^TLV^TLV^IL^BLR^BLR^IN^TLV^TLV^IL^BLRTLV^BLRTLV^ILIN^1^BLRBOMTLV^VJ^U^Y^2013-04-15 15:55:00^2013-04-16 02:03:28^1^2013^3^TLVI32729
2013-03-24 00:00:00^1A^IL^27367036d7623099aa6e0eee8342109d^b9362dea7b8617a74224f37bea948446^8ef7d6c177b6bd6aadcb1acabeec2bd3^2013-03-12 00:00:00^20338^0^TLV^TLV^IL^BLR^BLR^IN^TLV^TLV^IL^TLV^TLV^IL^BLR^BLR^IN^BLRTLV^BLRTLV^ILIN^1^TLVBKKBLR^VJ^H^Y^2013-04-01 23:05:00^2013-04-02 23:33:47^-1^2013^3^TLVI32729
2013-03-20 00:00:00^1V^US^1babaf14edf242854185af14d405433d^9ad785b9f92382e34d947310f2444d4c^49122d76f97edddf5a5b239677daff4d^2013-03-20 00:00:00^3664^0^BOS^BOS^US^BWI^WAS^US^BOS^BOS^US^BOS^BOS^US^BWI^WAS^US^BOSBWI^BOSWAS^USUS^0^BOSBWI^PV^Z^C^2013-05-25 09:35:00^2013-05-25 11:04:54^3^2013^3^NULL     
2013-03-20 00:00:00^1V^US^1babaf14edf242854185af14d405433d^9ad785b9f92382e34d947310f2444d4c^49122d76f97edddf5a5b239677daff4d^2013-03-20 00:00:00^3664^0^BOS^BOS^US^BWI^WAS^US^BOS^BOS^US^BWI^WAS^US^BOS^BOS^US^BOSBWI^BOSWAS^USUS^0^BWIBOS^PV^V^Y^2013-05-27 21:10:00^2013-05-27 22:39:54^3^2013^3^NULL     
2013-03-02 00:00:00^1V^CA^abc786fb31252b055357e232c1320e15^4789ba87da711de7c53fe2099e550d57^5866ffceacd871cd29a55c30ba84a094^2013-03-02 00:00:00^30123^0^YYC^YYC^CA^DEL^DEL^IN^YYC^YYC^CA^YYC^YYC^CA^DEL^DEL^IN^DELYYC^DELYYC^CAIN^1^YYCAMSDEL^UV^N^Y^2013-03-05 15:35:00^2013-03-07 00:46:54^1^2013^3^NULL     
2013-03-02 00:00:00^1V^CA^abc786fb31252b055357e232c1320e15^4789ba87da711de7c53fe2099e550d57^5866ffceacd871cd29a55c30ba84a094^2013-03-02 00:00:00^30123^0^YYC^YYC^CA^DEL^DEL^IN^YYC^YYC^CA^DEL^DEL^IN^YYC^YYC^CA^DELYYC^DELYYC^CAIN^1^DELCDGAMSYYC^KP^L^Y^2013-03-26 01:45:00^2013-03-26 14:38:37^1^2013^3^NULL     
2013-03-04 00:00:00^1V^CA^abc786fb31252b055357e232c1320e15^4789ba87da711de7c53fe2099e550d57^5866ffceacd871cd29a55c30ba84a094^2013-03-02 00:00:00^30123^0^YYC^YYC^CA^DEL^DEL^IN^YYC^YYC^CA^YYC^YYC^CA^DEL^DEL^IN^DELYYC^DELYYC^CAIN^1^YYCAMSDEL^UV^N^Y^2013-03-05 15:35:00^2013-03-07 00:46:54^-1^2013^3^NULL     
2013-03-04 00:00:00^1V^CA^abc786fb31252b055357e232c1320e15^4789ba87da711de7c53fe2099e550d57^5866ffceacd871cd29a55c30ba84a094^2013-03-02 00:00:00^30123^0^YYC^YYC^CA^DEL^DEL^IN^YYC^YYC^CA^DEL^DEL^IN^YYC^YYC^CA^DELYYC^DELYYC^CAIN^1^DELCDGAMSYYC^KP^L^Y^2013-03-26 01:45:00^2013-03-26 14:38:37^-1^2013^3^NULL     
2013-03-02 00:00:00^1V^CA^a6275f6fc9a6e1d7e58fa222b3f56c09^a4ad0c23a05a1117442fbf85a3f35ce8^f700ad504473330568447d029995ec63^2013-03-02 00:00:00^295^1698^BUF^BUF^US^TPA^TPA^US^TPA^TPA^US^BUF^BUF^US^TPA^TPA^US^BUFTPA^BUFTPA^USUS^0^BUFCLTTPA^FD^E^Y^2013-03-05 19:05:00^2013-03-06 00:00:45^2^2013^3^NULL     
